2023:12:06 19:06:25 ===> File Opened Successfully

2023:12:06 19:06:25 ===> Calling AEDController Constructor
2023:12:06 19:06:25 ===> Main Function
2023:12:06 19:06:32 ===> AED Powering On
2023:12:06 20:06:29 ===> AEDController Looping As 139868315096640
2023:12:06 20:06:29 ===> AEDController Looping As 139868315096640
2023:12:06 20:06:29 ===> AEDController Looping As 139868315096640
2023:12:06 20:06:30 ===> AEDController Looping As 139868315096640
2023:12:06 20:06:30 ===> AEDController Looping As 139868315096640
2023:12:06 20:06:30 ===> AEDController Looping As 139868315096640
2023:12:06 20:06:30 ===> AEDController Looping As 139868315096640
2023:12:06 20:06:30 ===> AEDController Looping As 139868315096640
2023:12:06 20:06:31 ===> AEDController Looping As 139868315096640
2023:12:06 20:06:31 ===> AEDController Looping As 139868315096640
2023:12:06 20:06:31 ===> AEDController Looping As 139868315096640
2023:12:06 20:06:31 ===> AEDController Looping As 139868315096640
2023:12:06 20:06:32 ===> AEDController Looping As 139868315096640
2023:12:06 20:06:32 ===> AEDController Looping As 139868315096640
2023:12:06 20:06:32 ===> AEDController Looping As 139868315096640
2023:12:06 20:06:32 ===> AEDController Looping As 139868315096640
2023:12:06 20:06:32 ===> AEDController Looping As 139868315096640
2023:12:06 20:06:33 ===> AEDController Looping As 139868315096640
2023:12:06 20:06:33 ===> AEDController Looping As 139868315096640
2023:12:06 20:06:33 ===> AEDController Looping As 139868315096640
2023:12:06 20:06:33 ===> AEDController Looping As 139868315096640
2023:12:06 20:06:33 ===> AEDController Looping As 139868315096640
2023:12:06 20:06:34 ===> AEDController Looping As 139868315096640
2023:12:06 20:06:34 ===> AEDController Looping As 139868315096640
2023:12:06 20:06:34 ===> AEDController Looping As 139868315096640
2023:12:06 20:06:34 ===> AEDController Looping As 139868315096640
2023:12:06 20:06:34 ===> AEDController Looping As 139868315096640
2023:12:06 20:06:35 ===> AEDController Looping As 139868315096640
2023:12:06 20:06:35 ===> AEDController Looping As 139868315096640
2023:12:06 20:06:35 ===> AEDController Looping As 139868315096640
2023:12:06 20:06:35 ===> AEDController Looping As 139868315096640
2023:12:06 20:06:35 ===> AEDController Looping As 139868315096640
2023:12:06 20:06:36 ===> AEDController Looping As 139868315096640
2023:12:06 20:06:36 ===> AEDController Looping As 139868315096640
2023:12:06 20:06:36 ===> AEDController Looping As 139868315096640
2023:12:06 20:06:36 ===> AEDController Looping As 139868315096640
2023:12:06 20:06:37 ===> AEDController Looping As 139868315096640
2023:12:06 20:06:37 ===> AEDController Looping As 139868315096640
2023:12:06 20:06:37 ===> AEDController Looping As 139868315096640
2023:12:06 20:06:37 ===> AEDController Looping As 139868315096640
2023:12:06 20:06:37 ===> AEDController Looping As 139868315096640
2023:12:06 20:06:38 ===> AEDController Looping As 139868315096640
2023:12:06 20:06:38 ===> AEDController Looping As 139868315096640
2023:12:06 20:06:38 ===> AEDController Looping As 139868315096640
2023:12:06 20:06:38 ===> AEDController Looping As 139868315096640
2023:12:06 20:06:38 ===> AEDController Looping As 139868315096640
2023:12:06 20:06:39 ===> AEDController Looping As 139868315096640
2023:12:06 20:06:39 ===> AEDController Looping As 139868315096640
2023:12:06 20:06:39 ===> AEDController Looping As 139868315096640
2023:12:06 20:06:39 ===> AEDController Looping As 139868315096640
2023:12:06 20:06:39 ===> AEDController Looping As 139868315096640
2023:12:06 20:06:40 ===> AEDController Looping As 139868315096640
2023:12:06 20:06:40 ===> AEDController Looping As 139868315096640
2023:12:06 20:06:40 ===> AEDController Looping As 139868315096640
2023:12:06 20:06:40 ===> AEDController Looping As 139868315096640
2023:12:06 20:06:40 ===> AEDController Looping As 139868315096640
2023:12:06 20:06:41 ===> AEDController Looping As 139868315096640
2023:12:06 20:06:41 ===> AEDController Looping As 139868315096640
2023:12:06 20:06:41 ===> AEDController Looping As 139868315096640
2023:12:06 20:06:41 ===> AEDController Looping As 139868315096640
2023:12:06 20:06:42 ===> AEDController Looping As 139868315096640
2023:12:06 20:06:42 ===> AEDController Looping As 139868315096640
2023:12:06 20:06:42 ===> AEDController Looping As 139868315096640
2023:12:06 20:06:42 ===> AEDController Looping As 139868315096640
2023:12:06 20:06:42 ===> AEDController Looping As 139868315096640
2023:12:06 20:06:43 ===> AEDController Looping As 139868315096640
2023:12:06 20:06:43 ===> AEDController Looping As 139868315096640
2023:12:06 20:06:43 ===> AEDController Looping As 139868315096640
2023:12:06 20:06:43 ===> AEDController Looping As 139868315096640
2023:12:06 20:06:43 ===> AEDController Looping As 139868315096640
2023:12:06 20:06:44 ===> AEDController Looping As 139868315096640
2023:12:06 20:06:44 ===> AEDController Looping As 139868315096640
2023:12:06 20:06:44 ===> AEDController Looping As 139868315096640
2023:12:06 20:06:44 ===> AEDController Looping As 139868315096640
2023:12:06 20:06:44 ===> AEDController Looping As 139868315096640
2023:12:06 20:06:45 ===> AEDController Looping As 139868315096640
2023:12:06 20:06:45 ===> AEDController Looping As 139868315096640
2023:12:06 20:06:45 ===> AEDController Looping As 139868315096640
2023:12:06 20:06:45 ===> AEDController Looping As 139868315096640
2023:12:06 20:06:45 ===> AEDController Looping As 139868315096640
2023:12:06 20:06:46 ===> AEDController Looping As 139868315096640
2023:12:06 20:06:46 ===> AEDController Looping As 139868315096640
2023:12:06 20:06:46 ===> AEDController Looping As 139868315096640
2023:12:06 20:06:46 ===> AEDController Looping As 139868315096640
2023:12:06 20:06:46 ===> AEDController Looping As 139868315096640
2023:12:06 20:06:47 ===> AEDController Looping As 139868315096640
2023:12:06 20:06:47 ===> AEDController Looping As 139868315096640
2023:12:06 20:06:47 ===> AEDController Looping As 139868315096640
2023:12:06 20:06:47 ===> AEDController Looping As 139868315096640
2023:12:06 20:06:47 ===> AEDController Looping As 139868315096640
2023:12:06 20:06:48 ===> AEDController Looping As 139868315096640
2023:12:06 20:06:48 ===> AEDController Looping As 139868315096640
2023:12:06 20:06:48 ===> AEDController Looping As 139868315096640
2023:12:06 20:06:48 ===> AEDController Looping As 139868315096640
2023:12:06 20:06:48 ===> AEDController Looping As 139868315096640
2023:12:06 20:06:49 ===> AEDController Looping As 139868315096640
2023:12:06 20:06:49 ===> AEDController Looping As 139868315096640
2023:12:06 20:06:49 ===> AEDController Looping As 139868315096640
2023:12:06 20:06:49 ===> AEDController Looping As 139868315096640
2023:12:06 20:06:49 ===> AEDController Looping As 139868315096640
2023:12:06 20:06:50 ===> AEDController Looping As 139868315096640
2023:12:06 20:06:50 ===> AEDController Looping As 139868315096640
2023:12:06 20:06:50 ===> AEDController Looping As 139868315096640
2023:12:06 20:06:50 ===> AEDController Looping As 139868315096640
2023:12:06 20:06:51 ===> AEDController Looping As 139868315096640
2023:12:06 20:06:51 ===> AEDController Looping As 139868315096640
2023:12:06 20:06:51 ===> AEDController Looping As 139868315096640
2023:12:06 20:06:51 ===> AEDController Looping As 139868315096640
2023:12:06 20:06:51 ===> AEDController Looping As 139868315096640
2023:12:06 20:06:52 ===> AEDController Looping As 139868315096640
2023:12:06 20:06:52 ===> AEDController Looping As 139868315096640
2023:12:06 20:06:52 ===> AEDController Looping As 139868315096640
2023:12:06 20:06:52 ===> AEDController Looping As 139868315096640
2023:12:06 20:06:52 ===> AEDController Looping As 139868315096640
2023:12:06 20:06:53 ===> AEDController Looping As 139868315096640
2023:12:06 20:06:53 ===> AEDController Looping As 139868315096640
2023:12:06 20:06:53 ===> AEDController Looping As 139868315096640
2023:12:06 20:06:53 ===> AEDController Looping As 139868315096640
2023:12:06 20:06:53 ===> AEDController Looping As 139868315096640
2023:12:06 20:06:54 ===> AEDController Looping As 139868315096640
2023:12:06 20:06:54 ===> AEDController Looping As 139868315096640
2023:12:06 20:06:54 ===> AEDController Looping As 139868315096640
2023:12:06 20:06:54 ===> AEDController Looping As 139868315096640
2023:12:06 20:06:54 ===> AEDController Looping As 139868315096640
2023:12:06 20:06:55 ===> AEDController Looping As 139868315096640
2023:12:06 20:06:55 ===> AEDController Looping As 139868315096640
2023:12:06 20:06:55 ===> AEDController Looping As 139868315096640
2023:12:06 20:06:55 ===> AEDController Looping As 139868315096640
2023:12:06 20:06:55 ===> AEDController Looping As 139868315096640
2023:12:06 20:06:56 ===> AEDController Looping As 139868315096640
2023:12:06 20:06:56 ===> AEDController Looping As 139868315096640
2023:12:06 20:06:56 ===> AEDController Looping As 139868315096640
2023:12:06 20:06:56 ===> AEDController Looping As 139868315096640
2023:12:06 20:06:56 ===> AEDController Looping As 139868315096640
2023:12:06 20:06:57 ===> AEDController Looping As 139868315096640
2023:12:06 20:06:57 ===> AEDController Looping As 139868315096640
2023:12:06 20:06:57 ===> AEDController Looping As 139868315096640
2023:12:06 20:06:57 ===> AEDController Looping As 139868315096640
2023:12:06 20:06:58 ===> AEDController Looping As 139868315096640
2023:12:06 20:06:58 ===> AEDController Looping As 139868315096640
2023:12:06 20:06:58 ===> AEDController Looping As 139868315096640
2023:12:06 20:06:58 ===> AEDController Looping As 139868315096640
2023:12:06 20:06:58 ===> AEDController Looping As 139868315096640
2023:12:06 20:06:59 ===> AEDController Looping As 139868315096640
2023:12:06 20:06:59 ===> AEDController Looping As 139868315096640
2023:12:06 20:06:59 ===> AEDController Looping As 139868315096640
2023:12:06 20:06:59 ===> AEDController Looping As 139868315096640
2023:12:06 20:06:59 ===> AEDController Looping As 139868315096640
2023:12:06 20:06:00 ===> AEDController Looping As 139868315096640
2023:12:06 20:06:00 ===> AEDController Looping As 139868315096640
2023:12:06 20:06:00 ===> AEDController Looping As 139868315096640
2023:12:06 20:06:00 ===> AEDController Looping As 139868315096640
2023:12:06 20:06:00 ===> AEDController Looping As 139868315096640
2023:12:06 20:06:01 ===> AEDController Looping As 139868315096640
2023:12:06 20:06:01 ===> AEDController Looping As 139868315096640
2023:12:06 20:06:01 ===> AEDController Looping As 139868315096640
2023:12:06 20:06:01 ===> AEDController Looping As 139868315096640
2023:12:06 20:06:01 ===> AEDController Looping As 139868315096640
2023:12:06 20:06:02 ===> AEDController Looping As 139868315096640
2023:12:06 20:06:02 ===> AEDController Looping As 139868315096640
2023:12:06 20:06:02 ===> AEDController Looping As 139868315096640
2023:12:06 20:06:02 ===> AEDController Looping As 139868315096640
2023:12:06 20:06:02 ===> AEDController Looping As 139868315096640
2023:12:06 20:06:03 ===> AEDController Looping As 139868315096640
2023:12:06 20:06:03 ===> AEDController Looping As 139868315096640
2023:12:06 20:06:03 ===> AEDController Looping As 139868315096640
2023:12:06 20:06:03 ===> AEDController Looping As 139868315096640
2023:12:06 20:06:03 ===> AEDController Looping As 139868315096640
2023:12:06 20:06:04 ===> AEDController Looping As 139868315096640
2023:12:06 20:06:04 ===> AEDController Looping As 139868315096640
2023:12:06 20:06:04 ===> AEDController Looping As 139868315096640
2023:12:06 20:06:04 ===> AEDController Looping As 139868315096640
2023:12:06 20:06:04 ===> AEDController Looping As 139868315096640
2023:12:06 20:06:05 ===> AEDController Looping As 139868315096640
2023:12:06 20:06:05 ===> AEDController Looping As 139868315096640
2023:12:06 20:06:05 ===> AEDController Looping As 139868315096640
2023:12:06 20:06:05 ===> AEDController Looping As 139868315096640
2023:12:06 20:06:05 ===> AEDController Looping As 139868315096640
2023:12:06 20:06:06 ===> AEDController Looping As 139868315096640
2023:12:06 20:06:06 ===> AEDController Looping As 139868315096640
2023:12:06 20:06:06 ===> AEDController Looping As 139868315096640
2023:12:06 20:06:06 ===> AEDController Looping As 139868315096640
2023:12:06 20:06:06 ===> AEDController Looping As 139868315096640
2023:12:06 20:06:07 ===> AEDController Looping As 139868315096640
2023:12:06 20:06:07 ===> AEDController Looping As 139868315096640
2023:12:06 20:06:07 ===> AEDController Looping As 139868315096640
2023:12:06 20:06:07 ===> AEDController Looping As 139868315096640
2023:12:06 20:06:07 ===> AEDController Looping As 139868315096640
2023:12:06 20:06:08 ===> AEDController Looping As 139868315096640
2023:12:06 20:06:08 ===> AEDController Looping As 139868315096640
2023:12:06 20:06:08 ===> AEDController Looping As 139868315096640
2023:12:06 20:06:08 ===> AEDController Looping As 139868315096640
2023:12:06 20:06:08 ===> AEDController Looping As 139868315096640
2023:12:06 20:06:09 ===> AEDController Looping As 139868315096640
2023:12:06 20:06:09 ===> AEDController Looping As 139868315096640
2023:12:06 20:06:09 ===> AEDController Looping As 139868315096640
2023:12:06 20:06:09 ===> AEDController Looping As 139868315096640
2023:12:06 20:06:09 ===> AEDController Looping As 139868315096640
2023:12:06 20:06:10 ===> AEDController Looping As 139868315096640
2023:12:06 20:06:10 ===> AEDController Looping As 139868315096640
2023:12:06 20:06:10 ===> AEDController Looping As 139868315096640
2023:12:06 20:06:10 ===> AEDController Looping As 139868315096640
2023:12:06 20:06:10 ===> AEDController Looping As 139868315096640
2023:12:06 20:06:11 ===> AEDController Looping As 139868315096640
2023:12:06 20:06:11 ===> AEDController Looping As 139868315096640
2023:12:06 20:06:11 ===> AEDController Looping As 139868315096640
2023:12:06 20:06:11 ===> AEDController Looping As 139868315096640
2023:12:06 20:06:11 ===> AEDController Looping As 139868315096640
2023:12:06 20:06:12 ===> AEDController Looping As 139868315096640
2023:12:06 20:06:12 ===> AEDController Looping As 139868315096640
2023:12:06 20:06:12 ===> AEDController Looping As 139868315096640
2023:12:06 20:06:12 ===> AEDController Looping As 139868315096640
2023:12:06 20:06:13 ===> AEDController Looping As 139868315096640
2023:12:06 20:06:13 ===> AEDController Looping As 139868315096640
2023:12:06 20:06:13 ===> AEDController Looping As 139868315096640
2023:12:06 20:06:13 ===> AEDController Looping As 139868315096640
2023:12:06 20:06:13 ===> AEDController Looping As 139868315096640
2023:12:06 20:06:14 ===> AEDController Looping As 139868315096640
2023:12:06 20:06:14 ===> AEDController Looping As 139868315096640
2023:12:06 20:06:14 ===> AEDController Looping As 139868315096640
2023:12:06 20:06:14 ===> AEDController Looping As 139868315096640
2023:12:06 20:06:14 ===> AEDController Looping As 139868315096640
2023:12:06 20:06:15 ===> AEDController Looping As 139868315096640
2023:12:06 20:06:15 ===> AEDController Looping As 139868315096640
2023:12:06 20:06:15 ===> AEDController Looping As 139868315096640
2023:12:06 20:06:15 ===> AEDController Looping As 139868315096640
2023:12:06 20:06:15 ===> AEDController Looping As 139868315096640
2023:12:06 20:06:16 ===> AEDController Looping As 139868315096640
2023:12:06 20:06:16 ===> AEDController Looping As 139868315096640
2023:12:06 20:06:16 ===> AEDController Looping As 139868315096640
2023:12:06 20:06:16 ===> AEDController Looping As 139868315096640
2023:12:06 20:06:16 ===> AEDController Looping As 139868315096640
2023:12:06 20:06:17 ===> AEDController Looping As 139868315096640
2023:12:06 20:06:17 ===> AEDController Looping As 139868315096640
2023:12:06 20:06:17 ===> AEDController Looping As 139868315096640
2023:12:06 20:06:17 ===> AEDController Looping As 139868315096640
2023:12:06 20:06:17 ===> AEDController Looping As 139868315096640
2023:12:06 20:06:18 ===> AEDController Looping As 139868315096640
2023:12:06 20:06:18 ===> AEDController Looping As 139868315096640
2023:12:06 20:06:18 ===> AEDController Looping As 139868315096640
2023:12:06 20:06:18 ===> AEDController Looping As 139868315096640
2023:12:06 20:06:18 ===> AEDController Looping As 139868315096640
2023:12:06 20:06:19 ===> AEDController Looping As 139868315096640
2023:12:06 20:06:19 ===> AEDController Looping As 139868315096640
2023:12:06 20:06:19 ===> AEDController Looping As 139868315096640
2023:12:06 20:06:19 ===> AEDController Looping As 139868315096640
2023:12:06 20:06:19 ===> AEDController Looping As 139868315096640
2023:12:06 20:06:20 ===> AEDController Looping As 139868315096640
2023:12:06 20:06:20 ===> AEDController Looping As 139868315096640
2023:12:06 20:06:20 ===> AEDController Looping As 139868315096640
2023:12:06 20:06:20 ===> AEDController Looping As 139868315096640
2023:12:06 20:06:20 ===> AEDController Looping As 139868315096640
2023:12:06 20:06:21 ===> AEDController Looping As 139868315096640
2023:12:06 20:06:21 ===> AEDController Looping As 139868315096640
2023:12:06 20:06:21 ===> AEDController Looping As 139868315096640
2023:12:06 20:06:21 ===> AEDController Looping As 139868315096640
2023:12:06 20:06:21 ===> AEDController Looping As 139868315096640
2023:12:06 20:06:22 ===> AEDController Looping As 139868315096640
2023:12:06 20:06:22 ===> AEDController Looping As 139868315096640
2023:12:06 20:06:22 ===> AEDController Looping As 139868315096640
2023:12:06 20:06:22 ===> AEDController Looping As 139868315096640
2023:12:06 20:06:22 ===> AEDController Looping As 139868315096640
2023:12:06 20:06:23 ===> AEDController Looping As 139868315096640
2023:12:06 20:06:23 ===> AEDController Looping As 139868315096640
2023:12:06 20:06:23 ===> AEDController Looping As 139868315096640
2023:12:06 20:06:23 ===> AEDController Looping As 139868315096640
2023:12:06 20:06:23 ===> AEDController Looping As 139868315096640
2023:12:06 20:06:24 ===> AEDController Looping As 139868315096640
2023:12:06 20:06:24 ===> AEDController Looping As 139868315096640
2023:12:06 20:06:24 ===> AEDController Looping As 139868315096640
2023:12:06 20:06:24 ===> AEDController Looping As 139868315096640
2023:12:06 20:06:24 ===> AEDController Looping As 139868315096640
2023:12:06 20:06:25 ===> AEDController Looping As 139868315096640
2023:12:06 20:06:25 ===> AEDController Looping As 139868315096640
2023:12:06 20:06:25 ===> AEDController Looping As 139868315096640
2023:12:06 20:06:25 ===> AEDController Looping As 139868315096640
2023:12:06 20:06:25 ===> AEDController Looping As 139868315096640
2023:12:06 20:06:26 ===> AEDController Looping As 139868315096640
2023:12:06 20:06:26 ===> AEDController Looping As 139868315096640
2023:12:06 20:06:26 ===> AEDController Looping As 139868315096640
2023:12:06 20:06:26 ===> AEDController Looping As 139868315096640
2023:12:06 20:06:26 ===> AEDController Looping As 139868315096640
2023:12:06 20:06:27 ===> AEDController Looping As 139868315096640
2023:12:06 20:06:27 ===> AEDController Looping As 139868315096640
2023:12:06 20:06:27 ===> AEDController Looping As 139868315096640
2023:12:06 20:06:27 ===> AEDController Looping As 139868315096640
2023:12:06 20:06:28 ===> AEDController Looping As 139868315096640
2023:12:06 20:06:28 ===> AEDController Looping As 139868315096640
2023:12:06 20:06:28 ===> AEDController Looping As 139868315096640
2023:12:06 20:06:28 ===> AEDController Looping As 139868315096640
2023:12:06 20:06:28 ===> AEDController Looping As 139868315096640
2023:12:06 20:06:29 ===> AEDController Looping As 139868315096640
2023:12:06 20:06:29 ===> AEDController Looping As 139868315096640
2023:12:06 20:06:29 ===> AEDController Looping As 139868315096640
2023:12:06 20:06:29 ===> AEDController Looping As 139868315096640
2023:12:06 20:06:29 ===> AEDController Looping As 139868315096640
2023:12:06 20:06:30 ===> AEDController Looping As 139868315096640
2023:12:06 20:06:30 ===> AEDController Looping As 139868315096640
2023:12:06 20:06:30 ===> AEDController Looping As 139868315096640
2023:12:06 20:06:30 ===> AEDController Looping As 139868315096640
2023:12:06 20:06:30 ===> AEDController Looping As 139868315096640
2023:12:06 20:06:31 ===> AEDController Looping As 139868315096640
2023:12:06 20:06:31 ===> AEDController Looping As 139868315096640
2023:12:06 20:06:31 ===> AEDController Looping As 139868315096640
2023:12:06 20:06:31 ===> AEDController Looping As 139868315096640
2023:12:06 20:06:31 ===> AEDController Looping As 139868315096640
2023:12:06 20:06:32 ===> AEDController Looping As 139868315096640
2023:12:06 20:06:32 ===> AEDController Looping As 139868315096640
2023:12:06 20:06:32 ===> AEDController Looping As 139868315096640
2023:12:06 20:06:32 ===> AEDController Looping As 139868315096640
2023:12:06 20:06:32 ===> AEDController Looping As 139868315096640
2023:12:06 20:06:33 ===> AEDController Looping As 139868315096640
2023:12:06 20:06:33 ===> AEDController Looping As 139868315096640
2023:12:06 20:06:33 ===> AEDController Looping As 139868315096640
2023:12:06 20:06:33 ===> AEDController Looping As 139868315096640
2023:12:06 20:06:33 ===> AEDController Looping As 139868315096640
2023:12:06 20:06:34 ===> AEDController Looping As 139868315096640
2023:12:06 20:06:34 ===> AEDController Looping As 139868315096640
2023:12:06 20:06:34 ===> AEDController Looping As 139868315096640
2023:12:06 20:06:34 ===> AEDController Looping As 139868315096640
2023:12:06 20:06:34 ===> AEDController Looping As 139868315096640
2023:12:06 20:06:35 ===> AEDController Looping As 139868315096640
2023:12:06 20:06:35 ===> AEDController Looping As 139868315096640
2023:12:06 20:06:35 ===> AEDController Looping As 139868315096640
2023:12:06 20:06:35 ===> AEDController Looping As 139868315096640
2023:12:06 20:06:35 ===> AEDController Looping As 139868315096640
2023:12:06 20:06:36 ===> AEDController Looping As 139868315096640
2023:12:06 20:06:36 ===> AEDController Looping As 139868315096640
2023:12:06 20:06:36 ===> AEDController Looping As 139868315096640
2023:12:06 20:06:36 ===> AEDController Looping As 139868315096640
2023:12:06 20:06:37 ===> AEDController Looping As 139868315096640
2023:12:06 20:06:37 ===> AEDController Looping As 139868315096640
2023:12:06 20:06:37 ===> AEDController Looping As 139868315096640
2023:12:06 20:06:37 ===> AEDController Looping As 139868315096640
2023:12:06 20:06:37 ===> AEDController Looping As 139868315096640
2023:12:06 20:06:38 ===> AEDController Looping As 139868315096640
2023:12:06 20:06:38 ===> AEDController Looping As 139868315096640
2023:12:06 20:06:38 ===> AEDController Looping As 139868315096640
2023:12:06 20:06:38 ===> AEDController Looping As 139868315096640
2023:12:06 20:06:38 ===> AEDController Looping As 139868315096640
2023:12:06 20:06:39 ===> AEDController Looping As 139868315096640
2023:12:06 20:06:39 ===> AEDController Looping As 139868315096640
2023:12:06 20:06:39 ===> AEDController Looping As 139868315096640
2023:12:06 20:06:39 ===> AEDController Looping As 139868315096640
2023:12:06 20:06:39 ===> AEDController Looping As 139868315096640
2023:12:06 20:06:40 ===> AEDController Looping As 139868315096640
2023:12:06 20:06:40 ===> AEDController Looping As 139868315096640
2023:12:06 20:06:40 ===> AEDController Looping As 139868315096640
2023:12:06 20:06:40 ===> AEDController Looping As 139868315096640
2023:12:06 20:06:40 ===> AEDController Looping As 139868315096640
2023:12:06 20:06:41 ===> AEDController Looping As 139868315096640
2023:12:06 20:06:41 ===> AEDController Looping As 139868315096640
2023:12:06 20:06:41 ===> AEDController Looping As 139868315096640
2023:12:06 20:06:41 ===> AEDController Looping As 139868315096640
2023:12:06 20:06:41 ===> AEDController Looping As 139868315096640
2023:12:06 20:06:42 ===> AEDController Looping As 139868315096640
2023:12:06 20:06:42 ===> AEDController Looping As 139868315096640
2023:12:06 20:06:42 ===> AEDController Looping As 139868315096640
2023:12:06 20:06:42 ===> AEDController Looping As 139868315096640
2023:12:06 20:06:43 ===> AEDController Looping As 139868315096640
2023:12:06 20:06:43 ===> AEDController Looping As 139868315096640
2023:12:06 20:06:43 ===> AEDController Looping As 139868315096640
2023:12:06 20:06:43 ===> AEDController Looping As 139868315096640
2023:12:06 20:06:43 ===> AEDController Looping As 139868315096640
2023:12:06 20:06:44 ===> AEDController Looping As 139868315096640
2023:12:06 20:06:44 ===> AEDController Looping As 139868315096640
2023:12:06 20:06:44 ===> AEDController Looping As 139868315096640
2023:12:06 20:06:44 ===> AEDController Looping As 139868315096640
2023:12:06 20:06:45 ===> AEDController Looping As 139868315096640
2023:12:06 20:06:45 ===> AEDController Looping As 139868315096640
2023:12:06 20:06:45 ===> AEDController Looping As 139868315096640
2023:12:06 20:06:45 ===> AEDController Looping As 139868315096640
2023:12:06 20:06:45 ===> AEDController Looping As 139868315096640
2023:12:06 20:06:46 ===> AEDController Looping As 139868315096640
2023:12:06 20:06:46 ===> AEDController Looping As 139868315096640
2023:12:06 20:06:46 ===> AEDController Looping As 139868315096640
2023:12:06 20:06:46 ===> AEDController Looping As 139868315096640
2023:12:06 20:06:46 ===> AEDController Looping As 139868315096640
2023:12:06 20:06:47 ===> AEDController Looping As 139868315096640
2023:12:06 20:06:47 ===> AEDController Looping As 139868315096640
2023:12:06 20:06:47 ===> AEDController Looping As 139868315096640
2023:12:06 20:06:47 ===> AEDController Looping As 139868315096640
2023:12:06 20:06:47 ===> AEDController Looping As 139868315096640
2023:12:06 20:06:48 ===> AEDController Looping As 139868315096640
2023:12:06 20:06:48 ===> AEDController Looping As 139868315096640
2023:12:06 20:06:48 ===> AEDController Looping As 139868315096640
2023:12:06 20:06:48 ===> AEDController Looping As 139868315096640
2023:12:06 20:06:48 ===> AEDController Looping As 139868315096640
2023:12:06 20:06:49 ===> AEDController Looping As 139868315096640
2023:12:06 20:06:49 ===> AEDController Looping As 139868315096640
2023:12:06 20:06:49 ===> AEDController Looping As 139868315096640
2023:12:06 20:06:49 ===> AEDController Looping As 139868315096640
2023:12:06 20:06:49 ===> AEDController Looping As 139868315096640
2023:12:06 20:06:50 ===> AEDController Looping As 139868315096640
2023:12:06 20:06:50 ===> AEDController Looping As 139868315096640
2023:12:06 20:06:50 ===> AEDController Looping As 139868315096640
2023:12:06 20:06:50 ===> AEDController Looping As 139868315096640
2023:12:06 20:06:50 ===> AEDController Looping As 139868315096640
2023:12:06 20:06:51 ===> AEDController Looping As 139868315096640
2023:12:06 20:06:51 ===> AEDController Looping As 139868315096640
2023:12:06 20:06:51 ===> AEDController Looping As 139868315096640
2023:12:06 20:06:51 ===> AEDController Looping As 139868315096640
2023:12:06 20:06:51 ===> AEDController Looping As 139868315096640
2023:12:06 20:06:52 ===> AEDController Looping As 139868315096640
2023:12:06 20:06:52 ===> AEDController Looping As 139868315096640
2023:12:06 20:06:52 ===> AEDController Looping As 139868315096640
2023:12:06 20:06:52 ===> AEDController Looping As 139868315096640
2023:12:06 20:06:53 ===> AEDController Looping As 139868315096640
2023:12:06 20:06:53 ===> AEDController Looping As 139868315096640
2023:12:06 20:06:53 ===> AEDController Looping As 139868315096640
2023:12:06 20:06:53 ===> AEDController Looping As 139868315096640
2023:12:06 20:06:53 ===> AEDController Looping As 139868315096640
2023:12:06 20:06:54 ===> AEDController Looping As 139868315096640
2023:12:06 20:06:54 ===> AEDController Looping As 139868315096640
2023:12:06 20:06:54 ===> AEDController Looping As 139868315096640
2023:12:06 20:06:54 ===> AEDController Looping As 139868315096640
2023:12:06 20:06:54 ===> AEDController Looping As 139868315096640
2023:12:06 20:06:55 ===> AEDController Looping As 139868315096640
2023:12:06 20:06:55 ===> AEDController Looping As 139868315096640
2023:12:06 20:06:55 ===> AEDController Looping As 139868315096640
2023:12:06 20:06:55 ===> AEDController Looping As 139868315096640
2023:12:06 20:06:55 ===> AEDController Looping As 139868315096640
2023:12:06 20:06:56 ===> AEDController Looping As 139868315096640
2023:12:06 20:06:56 ===> AEDController Looping As 139868315096640
2023:12:06 20:06:56 ===> AEDController Looping As 139868315096640
2023:12:06 20:06:56 ===> AEDController Looping As 139868315096640
2023:12:06 20:06:56 ===> AEDController Looping As 139868315096640
2023:12:06 20:06:57 ===> AEDController Looping As 139868315096640
2023:12:06 20:06:57 ===> AEDController Looping As 139868315096640
2023:12:06 20:06:57 ===> AEDController Looping As 139868315096640
2023:12:06 20:06:57 ===> AEDController Looping As 139868315096640
2023:12:06 20:06:58 ===> AEDController Looping As 139868315096640
2023:12:06 20:06:58 ===> AEDController Looping As 139868315096640
2023:12:06 20:06:58 ===> AEDController Looping As 139868315096640
2023:12:06 20:06:58 ===> AEDController Looping As 139868315096640
2023:12:06 20:06:58 ===> AEDController Looping As 139868315096640
2023:12:06 20:06:59 ===> AEDController Looping As 139868315096640
2023:12:06 20:06:59 ===> AEDController Looping As 139868315096640
2023:12:06 20:06:59 ===> AEDController Looping As 139868315096640
2023:12:06 20:06:59 ===> AEDController Looping As 139868315096640
2023:12:06 20:06:59 ===> AEDController Looping As 139868315096640
2023:12:06 20:06:00 ===> AEDController Looping As 139868315096640
2023:12:06 20:06:00 ===> AEDController Looping As 139868315096640
2023:12:06 20:06:00 ===> AEDController Looping As 139868315096640
2023:12:06 20:06:00 ===> AEDController Looping As 139868315096640
2023:12:06 20:06:00 ===> AEDController Looping As 139868315096640
2023:12:06 20:06:01 ===> AEDController Looping As 139868315096640
2023:12:06 20:06:01 ===> AEDController Looping As 139868315096640
